"product_name","date_received","date_sent","date_difference","days"
"Debt collection","2014-05-23","2014-05-23",0,1
"Credit reporting","2014-05-23","2014-05-28",5,6
"Bank account or service","2014-06-09","2014-06-11",2,3
"Mortgage","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-03","2014-06-03",0,1
"Bank account or service","2014-05-23","2014-06-02",10,11
"Debt collection","2014-05-23","2014-05-23",0,1
"Credit reporting","2014-06-03","2014-06-03",0,1
"Credit reporting","2014-06-03","2014-06-06",3,4
"Credit reporting","2014-06-03","2014-06-06",3,4
"Mortgage","2014-05-23","2014-05-23",0,1
"Mortgage","2014-05-29","2014-06-03",5,6
"Payday loan","2014-06-03","2014-06-03",0,1
"Debt collection","2014-05-19","2014-05-19",0,1
"Bank account or service","2014-06-09","2014-06-11",2,3
"Debt collection","2014-06-09","2014-06-11",2,3
"Credit reporting","2014-05-19","2014-05-22",3,4
"Debt collection","2014-05-19","2014-05-20",1,2
"Credit reporting","2014-06-03","2014-06-03",0,1
"Credit reporting","2014-06-03","2014-06-16",13,14
"Debt collection","2014-05-23","2014-05-23",0,1
"Debt collection","2014-06-09","2014-06-11",2,3
"Debt collection","2014-05-29","2014-06-09",11,12
"Credit reporting","2014-05-19","2014-05-19",0,1
"Credit reporting","2014-06-03","2014-06-03",0,1
"Bank account or service","2014-06-03","2014-06-26",23,24
"Credit reporting","2014-06-09","2014-06-09",0,1
"Debt collection","2014-06-03","2014-06-03",0,1
"Mortgage","2014-06-03","2014-06-06",3,4
"Credit reporting","2014-05-19","2014-05-22",3,4
"Credit reporting","2014-05-19","2014-05-19",0,1
"Mortgage","2014-06-09","2014-06-09",0,1
"Consumer Loan","2014-05-19","2014-05-19",0,1
"Credit reporting","2014-06-09","2014-06-09",0,1
"Mortgage","2014-05-23","2014-05-23",0,1
"Consumer Loan","2014-06-04","2014-06-04",0,1
"Debt collection","2014-05-29","2014-05-29",0,1
"Debt collection","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-04","2014-06-09",5,6
"Debt collection","2014-06-04","2014-06-16",12,13
"Mortgage","2014-06-09","2014-06-09",0,1
"Debt collection","2014-05-23","2014-05-23",0,1
"Mortgage","2014-05-29","2014-06-03",5,6
"Credit reporting","2014-05-23","2014-06-16",24,25
"Mortgage","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-23","2014-05-28",5,6
"Bank account or service","2014-05-19","2014-05-20",1,2
"Debt collection","2014-06-04","2014-06-06",2,3
"Debt collection","2014-05-19","2014-05-21",2,3
"Mortgage","2014-05-19","2014-05-19",0,1
"Credit reporting","2014-05-23","2014-05-23",0,1
"Credit reporting","2014-05-19","2014-05-19",0,1
"Debt collection","2014-05-19","2014-05-19",0,1
"Credit reporting","2014-05-19","2014-05-20",1,2
"Debt collection","2014-06-04","2014-06-04",0,1
"Student loan","2014-06-09","2014-06-11",2,3
"Credit card","2014-05-23","2014-05-28",5,6
"Mortgage","2014-05-23","2014-05-23",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-06-04","2014-06-04",0,1
"Bank account or service","2014-06-04","2014-06-04",0,1
"Credit reporting","2014-06-04","2014-06-04",0,1
"Credit card","2014-05-29","2014-06-03",5,6
"Mortgage","2014-06-04","2014-06-04",0,1
"Student loan","2014-06-09","2014-06-09",0,1
"Credit reporting","2014-05-29","2014-05-29",0,1
"Debt collection","2014-05-23","2014-05-23",0,1
"Debt collection","2014-06-04","2014-06-18",14,15
"Credit card","2014-06-09","2014-06-09",0,1
"Debt collection","2014-06-09","2014-06-09",0,1
"Mortgage","2014-05-23","2014-05-23",0,1
"Mortgage","2014-06-04","2014-06-04",0,1
"Debt collection","2014-06-04","2014-06-06",2,3
"Credit reporting","2014-06-04","2014-06-04",0,1
"Debt collection","2014-05-29","2014-06-03",5,6
"Debt collection","2014-05-23","2014-05-28",5,6
"Payday loan","2014-05-23","2014-05-28",5,6
"Mortgage","2014-06-09","2014-06-09",0,1
"Credit card","2014-06-09","2014-06-11",2,3
"Consumer Loan","2014-05-29","2014-06-03",5,6
"Mortgage","2014-05-23","2014-05-23",0,1
"Bank account or service","2014-05-23","2014-05-23",0,1
"Credit card","2014-06-10","2014-06-10",0,1
"Debt collection","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-04","2014-06-04",0,1
"Debt collection","2014-06-04","2014-06-06",2,3
"Debt collection","2014-05-23","2014-05-23",0,1
"Mortgage","2014-05-23","2014-05-28",5,6
"Mortgage","2014-06-04","2014-06-04",0,1
"Money transfers","2014-05-23","2014-05-28",5,6
"Mortgage","2014-05-19","2014-05-19",0,1
"Debt collection","2014-06-04","2014-06-05",1,2
"Student loan","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-23","2014-05-23",0,1
"Mortgage","2014-06-09","2014-06-11",2,3
"Mortgage","2014-06-04","2014-06-06",2,3
"Mortgage","2014-06-09","2014-06-09",0,1
"Debt collection","2014-05-29","2014-05-29",0,1
"Mortgage","2014-06-04","2014-06-06",2,3
"Mortgage","2014-06-04","2014-06-06",2,3
"Mortgage","2014-05-23","2014-06-04",12,13
"Student loan","2014-05-23","2014-05-28",5,6
"Debt collection","2014-05-29","2014-05-29",0,1
"Debt collection","2014-05-29","2014-06-03",5,6
"Debt collection","2014-06-04","2014-06-18",14,15
"Debt collection","2014-06-04","2014-06-04",0,1
"Debt collection","2014-05-19","2014-05-19",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-06-04","2014-06-05",1,2
"Bank account or service","2014-05-23","2014-05-28",5,6
"Debt collection","2014-05-23","2014-06-12",20,21
"Mortgage","2014-05-23","2014-05-23",0,1
"Mortgage","2014-06-04","2014-06-04",0,1
"Credit reporting","2014-05-19","2014-05-19",0,1
"Credit reporting","2014-05-19","2014-05-19",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Debt collection","2014-05-23","2014-05-23",0,1
"Consumer Loan","2014-06-09","2014-06-09",0,1
"Bank account or service","2014-06-04","2014-06-06",2,3
"Credit reporting","2014-06-09","2014-06-09",0,1
"Credit card","2014-06-09","2014-06-11",2,3
"Bank account or service","2014-05-19","2014-05-21",2,3
"Bank account or service","2014-05-19","2014-05-21",2,3
"Debt collection","2014-05-23","2014-05-23",0,1
"Mortgage","2014-06-04","2014-06-06",2,3
"Bank account or service","2014-06-04","2014-06-06",2,3
"Mortgage","2014-06-04","2014-06-06",2,3
"Mortgage","2014-05-23","2014-05-28",5,6
"Bank account or service","2014-06-04","2014-06-06",2,3
"Mortgage","2014-05-29","2014-05-29",0,1
"Payday loan","2014-05-19","2014-05-21",2,3
"Mortgage","2014-05-29","2014-06-03",5,6
"Bank account or service","2014-06-04","2014-06-06",2,3
"Debt collection","2014-06-09","2014-06-09",0,1
"Mortgage","2014-06-04","2014-06-04",0,1
"Debt collection","2014-05-19","2014-05-19",0,1
"Mortgage","2014-05-23","2014-05-23",0,1
"Mortgage","2014-05-29","2014-06-03",5,6
"Credit card","2014-05-29","2014-06-03",5,6
"Mortgage","2014-05-23","2014-05-28",5,6
"Consumer Loan","2014-06-04","2014-06-04",0,1
"Debt collection","2014-06-09","2014-06-09",0,1
"Mortgage","2014-05-23","2014-05-23",0,1
"Bank account or service","2014-06-04","2014-06-06",2,3
"Mortgage","2014-06-04","2014-06-06",2,3
"Mortgage","2014-05-19","2014-05-21",2,3
"Bank account or service","2014-06-04","2014-06-06",2,3
"Mortgage","2014-06-09","2014-06-09",0,1
"Mortgage","2014-05-19","2014-05-21",2,3
"Mortgage","2014-05-19","2014-05-21",2,3
"Consumer Loan","2014-06-04","2014-06-06",2,3
"Credit card","2014-06-04","2014-06-04",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Credit card","2014-06-09","2014-06-11",2,3
"Debt collection","2014-05-29","2014-05-29",0,1
"Debt collection","2014-05-29","2014-05-29",0,1
"Mortgage","2014-06-09","2014-06-11",2,3
"Debt collection","2014-06-04","2014-06-10",6,7
"Credit reporting","2014-05-29","2014-06-03",5,6
"Credit card","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-19","2014-05-21",2,3
"Credit card","2014-05-29","2014-06-03",5,6
"Credit reporting","2014-05-29","2014-06-04",6,7
"Debt collection","2014-05-19","2014-05-21",2,3
"Credit reporting","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-19","2014-05-21",2,3
"Bank account or service","2014-05-29","2014-06-03",5,6
"Bank account or service","2014-06-09","2014-06-11",2,3
"Mortgage","2014-05-19","2014-05-21",2,3
"Credit reporting","2014-06-04","2014-06-06",2,3
"Debt collection","2014-05-19","2014-05-22",3,4
"Student loan","2014-05-19","2014-05-21",2,3
"Debt collection","2014-05-19","2014-05-21",2,3
"Bank account or service","2014-06-09","2014-06-11",2,3
"Mortgage","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-05-29","2014-06-13",15,16
"Debt collection","2014-06-04","2014-06-06",2,3
"Debt collection","2014-05-29","2014-06-03",5,6
"Bank account or service","2014-06-09","2014-06-09",0,1
"Mortgage","2014-06-04","2014-06-06",2,3
"Mortgage","2014-05-19","2014-05-21",2,3
"Mortgage","2014-05-19","2014-05-21",2,3
"Consumer Loan","2014-06-04","2014-06-06",2,3
"Mortgage","2014-05-19","2014-05-21",2,3
"Credit reporting","2014-06-04","2014-06-04",0,1
"Debt collection","2014-06-04","2014-06-04",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Bank account or service","2014-06-09","2014-06-09",0,1
"Credit card","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-09","2014-06-09",0,1
"Debt collection","2014-06-09","2014-06-09",0,1
"Money transfers","2014-05-19","2014-05-19",0,1
"Mortgage","2014-05-29","2014-06-03",5,6
"Debt collection","2014-05-19","2014-05-21",2,3
"Debt collection","2014-05-19","2014-05-21",2,3
"Debt collection","2014-06-04","2014-06-06",2,3
"Debt collection","2014-06-09","2014-06-09",0,1
"Debt collection","2014-05-19","2014-05-22",3,4
"Money transfers","2014-06-09","2014-06-09",0,1
"Credit card","2014-05-19","2014-05-21",2,3
"Credit card","2014-06-09","2014-06-09",0,1
"Debt collection","2014-05-19","2014-05-21",2,3
"Credit reporting","2014-06-04","2014-06-04",0,1
"Credit card","2014-06-04","2014-06-06",2,3
"Mortgage","2014-06-04","2014-06-04",0,1
"Mortgage","2014-06-09","2014-06-11",2,3
"Debt collection","2014-06-04","2014-06-06",2,3
"Debt collection","2014-06-09","2014-06-18",9,10
"Credit reporting","2014-05-19","2014-05-21",2,3
"Credit reporting","2014-05-19","2014-05-19",0,1
"Student loan","2014-06-09","2014-06-11",2,3
"Debt collection","2014-05-19","2014-05-21",2,3
"Debt collection","2014-06-04","2014-06-06",2,3
"Credit reporting","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-09","2014-06-09",0,1
"Debt collection","2014-05-29","2014-06-03",5,6
"Credit reporting","2014-05-29","2014-05-29",0,1
"Mortgage","2014-06-04","2014-06-04",0,1
"Credit reporting","2014-06-09","2014-06-11",2,3
"Debt collection","2014-05-29","2014-06-02",4,5
"Credit reporting","2014-06-09","2014-06-09",0,1
"Debt collection","2014-06-09","2014-06-09",0,1
"Mortgage","2014-06-04","2014-06-06",2,3
"Credit reporting","2014-05-29","2014-06-04",6,7
"Mortgage","2014-06-09","2014-06-10",1,2
"Credit card","2014-06-04","2014-06-04",0,1
"Debt collection","2014-06-04","2014-06-04",0,1
"Bank account or service","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Debt collection","2014-05-29","2014-06-19",21,22
"Money transfers","2014-05-14","2014-05-16",2,3
"Mortgage","2014-06-04","2014-06-04",0,1
"Debt collection","2014-05-29","2014-05-29",0,1
"Mortgage","2014-06-10","2014-06-11",1,2
"Debt collection","2014-06-04","2014-06-06",2,3
"Bank account or service","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-10","2014-06-10",0,1
"Debt collection","2014-06-10","2014-06-11",1,2
"Consumer Loan","2014-06-10","2014-06-10",0,1
"Debt collection","2014-06-10","2014-06-10",0,1
"Debt collection","2014-06-10","2014-06-10",0,1
"Debt collection","2014-06-04","2014-06-06",2,3
"Credit reporting","2014-06-10","2014-06-11",1,2
"Credit card","2014-05-29","2014-05-29",0,1
"Consumer Loan","2014-06-10","2014-06-10",0,1
"Credit card","2014-06-10","2014-06-10",0,1
"Bank account or service","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-06-04","2014-07-16",42,43
"Consumer Loan","2014-06-10","2014-06-10",0,1
"Mortgage","2014-06-10","2014-06-10",0,1
"Student loan","2014-06-10","2014-06-11",1,2
"Debt collection","2014-06-10","2014-06-11",1,2
"Mortgage","2014-05-29","2014-06-04",6,7
"Credit reporting","2014-05-29","2014-06-04",6,7
"Credit reporting","2014-06-10","2014-06-10",0,1
"Bank account or service","2014-06-04","2014-06-06",2,3
"Credit reporting","2014-06-04","2014-06-25",21,22
"Credit card","2014-06-10","2014-06-10",0,1
"Credit reporting","2014-06-10","2014-06-10",0,1
"Debt collection","2014-06-04","2014-06-06",2,3
"Debt collection","2014-06-10","2014-06-10",0,1
"Debt collection","2014-06-04","2014-06-06",2,3
"Bank account or service","2014-06-04","2014-06-04",0,1
"Debt collection","2014-06-10","2014-06-10",0,1
"Debt collection","2014-05-29","2014-06-05",7,8
"Credit card","2014-05-29","2014-05-29",0,1
"Mortgage","2014-06-10","2014-06-10",0,1
"Credit reporting","2014-05-29","2014-06-04",6,7
"Credit card","2014-06-10","2014-06-10",0,1
"Debt collection","2014-06-10","2014-06-10",0,1
"Bank account or service","2014-05-29","2014-06-04",6,7
"Credit reporting","2014-06-04","2014-06-17",13,14
"Debt collection","2014-06-10","2014-06-10",0,1
"Credit reporting","2014-06-04","2014-06-24",20,21
"Bank account or service","2014-05-29","2014-06-04",6,7
"Credit reporting","2014-06-04","2014-06-19",15,16
"Debt collection","2014-06-10","2014-06-18",8,9
"Bank account or service","2014-05-29","2014-06-04",6,7
"Mortgage","2014-06-10","2014-06-10",0,1
"Credit card","2014-06-10","2014-06-11",1,2
"Mortgage","2014-05-29","2014-06-04",6,7
"Debt collection","2014-06-04","2014-06-06",2,3
"Debt collection","2014-06-10","2014-06-10",0,1
"Consumer Loan","2014-06-10","2014-07-03",23,24
"Credit reporting","2014-06-10","2014-06-11",1,2
"Mortgage","2014-06-10","2014-06-11",1,2
"Mortgage","2014-06-10","2014-06-11",1,2
"Mortgage","2014-06-04","2014-06-04",0,1
"Credit reporting","2014-06-04","2014-06-20",16,17
"Debt collection","2014-06-10","2014-06-18",8,9
"Bank account or service","2014-05-29","2014-06-04",6,7
"Debt collection","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-04","2014-06-06",2,3
"Debt collection","2014-06-04","2014-06-04",0,1
"Debt collection","2014-05-29","2014-06-04",6,7
"Credit reporting","2014-06-04","2014-06-19",15,16
"Credit reporting","2014-06-04","2014-06-19",15,16
"Mortgage","2014-06-10","2014-06-11",1,2
"Debt collection","2014-06-04","2014-06-06",2,3
"Credit card","2014-06-10","2014-06-10",0,1
"Bank account or service","2014-06-10","2014-06-10",0,1
"Debt collection","2014-06-10","2014-06-10",0,1
"Debt collection","2014-06-10","2014-06-10",0,1
"Mortgage","2014-06-04","2014-06-04",0,1
"Bank account or service","2014-06-04","2014-06-04",0,1
"Credit card","2014-05-20","2014-05-21",1,2
"Mortgage","2014-06-04","2014-06-06",2,3
"Credit reporting","2014-06-10","2014-06-10",0,1
"Credit reporting","2014-06-10","2014-06-10",0,1
"Debt collection","2014-05-29","2014-06-04",6,7
"Mortgage","2014-06-10","2014-06-11",1,2
"Bank account or service","2014-06-10","2014-06-10",0,1
"Mortgage","2014-06-04","2014-06-04",0,1
"Mortgage","2014-06-10","2014-06-12",2,3
"Student loan","2014-05-29","2014-06-04",6,7
"Debt collection","2014-06-10","2014-06-10",0,1
"Bank account or service","2014-06-10","2014-06-11",1,2
"Money transfers","2014-06-04","2014-06-06",2,3
"Credit reporting","2014-06-04","2014-06-13",9,10
"Credit card","2014-06-04","2014-06-06",2,3
"Debt collection","2014-05-29","2014-06-04",6,7
"Mortgage","2014-05-29","2014-05-29",0,1
"Mortgage","2014-06-04","2014-06-04",0,1
"Mortgage","2014-06-04","2014-06-04",0,1
"Credit reporting","2014-05-29","2014-05-29",0,1
"Bank account or service","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-06-10","2014-06-10",0,1
"Mortgage","2014-06-04","2014-06-09",5,6
"Debt collection","2014-06-04","2014-06-10",6,7
"Mortgage","2014-05-29","2014-05-29",0,1
"Student loan","2014-06-10","2014-06-10",0,1
"Bank account or service","2014-05-29","2014-06-04",6,7
"Credit card","2014-06-16","2014-06-16",0,1
"Mortgage","2014-06-04","2014-06-04",0,1
"Bank account or service","2014-06-04","2014-06-09",5,6
"Bank account or service","2014-06-10","2014-06-10",0,1
"Credit reporting","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-04","2014-06-06",2,3
"Credit card","2014-06-04","2014-06-04",0,1
"Money transfers","2014-05-29","2014-05-29",0,1
"Mortgage","2014-06-04","2014-06-06",2,3
"Consumer Loan","2014-06-04","2014-06-06",2,3
"Credit reporting","2014-05-29","2014-05-29",0,1
"Mortgage","2014-06-04","2014-06-04",0,1
"Credit reporting","2014-06-04","2014-06-06",2,3
"Credit reporting","2014-06-10","2014-06-10",0,1
"Mortgage","2014-06-04","2014-06-04",0,1
"Credit card","2014-05-29","2014-06-04",6,7
"Mortgage","2014-06-04","2014-06-04",0,1
"Debt collection","2014-05-29","2014-06-04",6,7
"Debt collection","2014-06-04","2014-06-04",0,1
"Debt collection","2014-06-04","2014-06-09",5,6
"Credit reporting","2014-06-04","2014-06-04",0,1
"Debt collection","2014-06-10","2014-06-11",1,2
"Credit reporting","2014-06-10","2014-06-10",0,1
"Credit card","2014-06-04","2014-06-04",0,1
"Debt collection","2014-05-29","2014-06-13",15,16
"Consumer Loan","2014-06-04","2014-06-04",0,1
"Credit reporting","2014-05-29","2014-06-11",13,14
"Debt collection","2014-05-29","2014-06-02",4,5
"Mortgage","2014-06-10","2014-06-11",1,2
"Credit reporting","2014-05-29","2014-06-23",25,26
"Consumer Loan","2014-06-04","2014-06-04",0,1
"Payday loan","2014-06-10","2014-06-10",0,1
"Bank account or service","2014-06-04","2014-06-04",0,1
"Credit card","2014-05-29","2014-05-29",0,1
"Student loan","2014-06-04","2014-06-04",0,1
"Credit card","2014-06-04","2014-06-04",0,1
"Credit reporting","2014-06-10","2014-06-11",1,2
"Mortgage","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-06-04","2014-06-24",20,21
"Debt collection","2014-06-10","2014-06-10",0,1
"Debt collection","2014-05-29","2014-06-06",8,9
"Mortgage","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-05-29","2014-06-11",13,14
"Debt collection","2014-06-10","2014-06-10",0,1
"Mortgage","2014-06-10","2014-06-12",2,3
"Mortgage","2014-06-10","2014-06-10",0,1
"Mortgage","2014-06-10","2014-08-15",66,67
"Debt collection","2014-05-29","2014-05-29",0,1
"Credit reporting","2014-06-04","2014-06-04",0,1
"Credit reporting","2014-06-10","2014-06-10",0,1
"Credit reporting","2014-05-29","2014-06-03",5,6
"Consumer Loan","2014-06-10","2014-06-11",1,2
"Consumer Loan","2014-05-29","2014-06-04",6,7
"Mortgage","2014-06-04","2014-06-04",0,1
"Mortgage","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-10","2014-06-10",0,1
"Consumer Loan","2014-06-04","2014-06-04",0,1
"Credit card","2014-06-10","2014-06-10",0,1
"Mortgage","2014-06-04","2014-06-09",5,6
"Credit reporting","2014-05-29","2014-06-11",13,14
"Credit card","2014-05-29","2014-05-29",0,1
"Mortgage","2014-05-29","2014-06-04",6,7
"Credit reporting","2014-06-04","2014-06-04",0,1
"Bank account or service","2014-06-04","2014-06-06",2,3
"Mortgage","2014-06-10","2014-06-10",0,1
"Credit reporting","2014-06-10","2014-06-12",2,3
"Credit reporting","2014-06-04","2014-06-24",20,21
"Payday loan","2014-05-29","2014-06-04",6,7
"Debt collection","2014-06-10","2014-06-12",2,3
"Credit reporting","2014-06-04","2014-06-24",20,21
"Mortgage","2014-05-29","2014-05-29",0,1
"Debt collection","2014-06-10","2014-06-19",9,10
